Company Name,Company Name (Full),Growth Group,Segment,Ticker,Year,Year Founded,Net Income (2008),Revenue (2008),Revenue (Inflation Adjusted)
Websense,Websense Inc.,Hot Company,Security,WBSN,2002,1994,-29.87,295.86,83.3
i2,"i2 Technologies, Inc.",Hot Company,Supply Chain,ITWO,1989,1989,106.66,255.81,0
i2,"i2 Technologies, Inc.",Hot Company,Supply Chain,ITWO,1990,1989,106.66,255.81,
i2,"i2 Technologies, Inc.",Hot Company,Supply Chain,ITWO,1991,1989,106.66,255.81,1.716
i2,"i2 Technologies, Inc.",Hot Company,Supply Chain,ITWO,1992,1989,106.66,255.81,2.888
i2,"i2 Technologies, Inc.",Hot Company,Supply Chain,ITWO,1993,1989,106.66,255.81,6.762
i2,"i2 Technologies, Inc.",Hot Company,Supply Chain,ITWO,1994,1989,106.66,255.81,16.445
i2,"i2 Technologies, Inc.",Hot Company,Supply Chain,ITWO,1995,1989,106.66,255.81,36.26
i2,"i2 Technologies, Inc.",Hot Company,Supply Chain,ITWO,1996,1989,106.66,255.81,138.04
Manhattan Assoc,"Manhattan Associates, Inc.",Hot Company,Supply Chain,MANH,1990,1990,22.8,337.2,0
Manhattan Assoc,"Manhattan Associates, Inc.",Hot Company,Supply Chain,MANH,1991,1990,22.8,337.2,
Manhattan Assoc,"Manhattan Associates, Inc.",Hot Company,Supply Chain,MANH,1992,1990,22.8,337.2,
Manhattan Assoc,"Manhattan Associates, Inc.",Hot Company,Supply Chain,MANH,1993,1990,22.8,337.2,4.8642
Manhattan Assoc,"Manhattan Associates, Inc.",Hot Company,Supply Chain,MANH,1994,1990,22.8,337.2,9.3122
Manhattan Assoc,"Manhattan Associates, Inc.",Hot Company,Supply Chain,MANH,1995,1990,22.8,337.2,15.7094
Manhattan Assoc,"Manhattan Associates, Inc.",Hot Company,Supply Chain,MANH,1996,1990,22.8,337.2,19.584
Manhattan Assoc,"Manhattan Associates, Inc.",Hot Company,Supply Chain,MANH,1997,1990,22.8,337.2,43.4924
Manhattan Assoc,"Manhattan Associates, Inc.",Hot Company,Supply Chain,MANH,1998,1990,22.8,337.2,81.84
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1980,1980,313.6,1731.6,0
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,1996,1996,20.8,198.3,0
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1981,1980,313.6,1731.6,
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,1997,1996,20.8,198.3,
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1982,1980,313.6,1731.6,
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,1998,1996,20.8,198.3,
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1983,1980,313.6,1731.6,
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,1999,1996,20.8,198.3,
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1984,1980,313.6,1731.6,11.89
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,2000,1996,20.8,198.3,
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1985,1980,313.6,1731.6,18.414
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,2001,1996,20.8,198.3,34.16
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1986,1980,313.6,1731.6,34.92
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,2002,1996,20.8,198.3,35.7
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1987,1980,313.6,1731.6,52.36
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,2003,1996,20.8,198.3,50.172
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1988,1980,313.6,1731.6,74.88
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,2004,1996,20.8,198.3,69.156
BMC,BMC Software Inc.,Hot Company,Systems Management,BMC,1989,1980,313.6,1731.6,103.2
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,2005,1996,20.8,198.3,90.034
CommVault,"CommVault Systems, Inc.",Hot Company,Systems Management,CVLT,2006,1996,20.8,198.3,117.165
CA,CA Inc.,Hot Company,Systems Management,CA,1974,1974,500,4277,0
CA,CA Inc.,Hot Company,Systems Management,CA,1975,1974,500,4277,
CA,CA Inc.,Hot Company,Systems Management,CA,1976,1974,500,4277,
CA,CA Inc.,Hot Company,Systems Management,CA,1977,1974,500,4277,4.212
CA,CA Inc.,Hot Company,Systems Management,CA,1978,1974,500,4277,10.464
CA,CA Inc.,Hot Company,Systems Management,CA,1979,1974,500,4277,17.58
CA,CA Inc.,Hot Company,Systems Management,CA,1980,1974,500,4277,22.704
CA,CA Inc.,Hot Company,Systems Management,CA,1981,1974,500,4277,43.29
CA,CA Inc.,Hot Company,Systems Management,CA,1982,1974,500,4277,55
CA,CA Inc.,Hot Company,Systems Management,CA,1983,1974,500,4277,70.29
CA,CA Inc.,Hot Company,Systems Management,CA,1984,1974,500,4277,98.8731
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1973,1973,134.39,1229.61,0
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1974,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1975,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1976,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1977,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1978,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1979,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1980,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1981,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1982,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1983,1973,134.39,1229.61,
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1984,1973,134.39,1229.61,56.588
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1985,1973,134.39,1229.61,73.2387
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1986,1973,134.39,1229.61,96.1573
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1987,1973,134.39,1229.61,124.2015
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1988,1973,134.39,1229.61,160.2
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1989,1973,134.39,1229.61,189.2
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1990,1973,134.39,1229.61,207.01
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1991,1973,134.39,1229.61,219.96
Compuware,Compuware Corporation,Hot Company,Systems Management,CPWR,1992,1973,134.39,1229.61,266
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1983,1983,450.75,3070.97,0
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1984,1983,450.75,3070.97,
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1985,1983,450.75,3070.97,
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1986,1983,450.75,3070.97,
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1987,1983,450.75,3070.97,
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1988,1983,450.75,3070.97,10.8
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1989,1983,450.75,3070.97,32.164
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1990,1983,450.75,3070.97,53.79
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1991,1983,450.75,3070.97,69.42
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1992,1983,450.75,3070.97,127.376
Intuit,Intuit Inc.,Hot Company,Vertical Application,INTU,1993,1983,450.75,3070.97,195.216
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1985,1985,6.23,390.33,0
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,1996,1996,4.22,65.92,0
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1986,1985,6.23,390.33,
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,1997,1996,4.22,65.92,
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1987,1985,6.23,390.33,
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,1998,1996,4.22,65.92,
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1988,1985,6.23,390.33,
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,1999,1996,4.22,65.92,
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1989,1985,6.23,390.33,
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,2000,1996,4.22,65.92,
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1990,1985,6.23,390.33,
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,2001,1996,4.22,65.92,
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1991,1985,6.23,390.33,15.0524
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,2002,1996,4.22,65.92,
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1992,1985,6.23,390.33,24.2805
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,2003,1996,4.22,65.92,5.65
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1993,1985,6.23,390.33,29.8719
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,2004,1996,4.22,65.92,17.176
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1994,1985,6.23,390.33,34.0755
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,2005,1996,4.22,65.92,27.25
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1995,1985,6.23,390.33,42.1176
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,2006,1996,4.22,65.92,45.689
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1996,1985,6.23,390.33,65.008
LongTop,Longtop Financial Technologies Limited,Hot Company,Vertical Application,LFT,2007,1996,4.22,65.92,69.368
JDA,"JDA Software Group, Inc.",Hot Company,Vertical Application,JDAS,1997,1985,6.23,390.33,122.878
Mentor Graphics,Mentor Graphics Corporation,Rocket Ship,CAD / EDA,MENT,1981,1981,28.77,879.73,0
Mentor Graphics,Mentor Graphics Corporation,Rocket Ship,CAD / EDA,MENT,1982,1981,28.77,879.73,3.74
Mentor Graphics,Mentor Graphics Corporation,Rocket Ship,CAD / EDA,MENT,1983,1981,28.77,879.73,30.246
Mentor Graphics,Mentor Graphics Corporation,Rocket Ship,CAD / EDA,MENT,1984,1981,28.77,879.73,198.44
Mentor Graphics,Mentor Graphics Corporation,Rocket Ship,CAD / EDA,MENT,1985,1981,28.77,879.73,270.864
Mentor Graphics,Mentor Graphics Corporation,Rocket Ship,CAD / EDA,MENT,1986,1981,28.77,879.73,336.59
Mentor Graphics,Mentor Graphics Corporation,Rocket Ship,CAD / EDA,MENT,1987,1981,28.77,879.73,415.14
Autodesk,"Autodesk, Inc.",Rocket Ship,CAD / EDA,ADSK,1982,1982,356.2,2171.9,0
Autodesk,"Autodesk, Inc.",Rocket Ship,CAD / EDA,ADSK,1983,1982,356.2,2171.9,0.0319
Autodesk,"Autodesk, Inc.",Rocket Ship,CAD / EDA,ADSK,1984,1982,356.2,2171.9,2.255
Autodesk,"Autodesk, Inc.",Rocket Ship,CAD / EDA,ADSK,1985,1982,356.2,2171.9,19.404
Autodesk,"Autodesk, Inc.",Rocket Ship,CAD / EDA,ADSK,1986,1982,356.2,2171.9,52.38
Autodesk,"Autodesk, Inc.",Rocket Ship,CAD / EDA,ADSK,1987,1982,356.2,2171.9,128.4609
Autodesk,"Autodesk, Inc.",Rocket Ship,CAD / EDA,ADSK,1988,1982,356.2,2171.9,142.2
Cadence,"Cadence Design Systems, Inc.",Rocket Ship,CAD / EDA,CDNS,1983,1983,-1854.04,1038.61,1.6614
Synopsys,"Synopsys, Inc.",Rocket Ship,CAD / EDA,SNPS,1986,1986,189.98,1336.95,0
Cadence,"Cadence Design Systems, Inc.",Rocket Ship,CAD / EDA,CDNS,1984,1983,-1854.04,1038.61,11.685
Synopsys,"Synopsys, Inc.",Rocket Ship,CAD / EDA,SNPS,1987,1986,189.98,1336.95,0.2431
Cadence,"Cadence Design Systems, Inc.",Rocket Ship,CAD / EDA,CDNS,1985,1983,-1854.04,1038.61,23.76
Synopsys,"Synopsys, Inc.",Rocket Ship,CAD / EDA,SNPS,1988,1986,189.98,1336.95,1.746
Cadence,"Cadence Design Systems, Inc.",Rocket Ship,CAD / EDA,CDNS,1986,1983,-1854.04,1038.61,32.204
Synopsys,"Synopsys, Inc.",Rocket Ship,CAD / EDA,SNPS,1989,1986,189.98,1336.95,12.384
Cadence,"Cadence Design Systems, Inc.",Rocket Ship,CAD / EDA,CDNS,1987,1983,-1854.04,1038.61,44.88
Synopsys,"Synopsys, Inc.",Rocket Ship,CAD / EDA,SNPS,1990,1986,189.98,1336.95,35.86
Cadence,"Cadence Design Systems, Inc.",Rocket Ship,CAD / EDA,CDNS,1988,1983,-1854.04,1038.61,141.48
Synopsys,"Synopsys, Inc.",Rocket Ship,CAD / EDA,SNPS,1991,1986,189.98,1336.95,62.4
Synopsys,"Synopsys, Inc.",Rocket Ship,CAD / EDA,SNPS,1992,1986,189.98,1336.95,139.384
Verisign,"Verisign, Inc.",Rocket Ship,Communications,VRSN,1995,1995,88.3,961.74,0.5348
Verisign,"Verisign, Inc.",Rocket Ship,Communications,VRSN,1996,1995,88.3,961.74,1.8442
Verisign,"Verisign, Inc.",Rocket Ship,Communications,VRSN,1997,1995,88.3,961.74,17.897
Verisign,"Verisign, Inc.",Rocket Ship,Communications,VRSN,1998,1995,88.3,961.74,51.3876
Verisign,"Verisign, Inc.",Rocket Ship,Communications,VRSN,1999,1995,88.3,961.74,108.5133
Adobe,Adobe Systems Inc.,Rocket Ship,Content Management,ADBE,1982,1982,871.81,3579.89,0
Interwoven,"Interwoven, Inc.",Rocket Ship,Content Management,IWOV,1995,1995,32.05,260.29,0
Adobe,Adobe Systems Inc.,Rocket Ship,Content Management,ADBE,1983,1982,871.81,3579.89,
Interwoven,"Interwoven, Inc.",Rocket Ship,Content Management,IWOV,1996,1995,32.05,260.29,
Adobe,Adobe Systems Inc.,Rocket Ship,Content Management,ADBE,1984,1982,871.81,3579.89,4.51
Interwoven,"Interwoven, Inc.",Rocket Ship,Content Management,IWOV,1997,1995,32.05,260.29,0.2144
Adobe,Adobe Systems Inc.,Rocket Ship,Content Management,ADBE,1985,1982,871.81,3579.89,9.108
Interwoven,"Interwoven, Inc.",Rocket Ship,Content Management,IWOV,1998,1995,32.05,260.29,5.28
Adobe,Adobe Systems Inc.,Rocket Ship,Content Management,ADBE,1986,1982,871.81,3579.89,23.28
Interwoven,"Interwoven, Inc.",Rocket Ship,Content Management,IWOV,1999,1995,32.05,260.29,21.504
Adobe,Adobe Systems Inc.,Rocket Ship,Content Management,ADBE,1987,1982,871.81,3579.89,73.491
Interwoven,"Interwoven, Inc.",Rocket Ship,Content Management,IWOV,2000,1995,32.05,260.29,163.68
Adobe,Adobe Systems Inc.,Rocket Ship,Content Management,ADBE,1988,1982,871.81,3579.89,150.3
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,1999,1999,18.36,748.7,0
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,2000,1999,18.36,748.7,3.348
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,2001,1999,18.36,748.7,6.588
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,2002,1999,18.36,748.7,26.656
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,2003,1999,18.36,748.7,57.63
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,2004,1999,18.36,748.7,108.48
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,2005,1999,18.36,748.7,192.276
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,2006,1999,18.36,748.7,331.593
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,2007,1999,18.36,748.7,516.984
Salesforce,"salesforce.com, inc.",Rocket Ship,CRM,CRM,2008,1999,18.36,748.7,748.7
Sybase,"Sybase, Inc.",Rocket Ship,Database,SY,1984,1984,138.57,1131.93,0
Sybase,"Sybase, Inc.",Rocket Ship,Database,SY,1985,1984,138.57,1131.93,
Sybase,"Sybase, Inc.",Rocket Ship,Database,SY,1986,1984,138.57,1131.93,2.134
Sybase,"Sybase, Inc.",Rocket Ship,Database,SY,1987,1984,138.57,1131.93,11.22
Sybase,"Sybase, Inc.",Rocket Ship,Database,SY,1988,1984,138.57,1131.93,43.2
Sybase,"Sybase, Inc.",Rocket Ship,Database,SY,1989,1984,138.57,1131.93,98.556
Sybase,"Sybase, Inc.",Rocket Ship,Database,SY,1990,1984,138.57,1131.93,167.89
Sybase,"Sybase, Inc.",Rocket Ship,Database,SY,1991,1984,138.57,1131.93,248.82
Sybase,"Sybase, Inc.",Rocket Ship,Database,SY,1992,1984,138.57,1131.93,402.8
Activision,Activision Blizzard Inc,Rocket Ship,Entertainment,ATVI,1979,1979,-107,3026,0
China Digital,"China Digital TV Holding Co., Ltd.",Rocket Ship,Entertainment,STV,2004,2004,33.82,55.45,4.181
Activision,Activision Blizzard Inc,Rocket Ship,Entertainment,ATVI,1980,1979,-107,3026,
China Digital,"China Digital TV Holding Co., Ltd.",Rocket Ship,Entertainment,STV,2005,2004,33.82,55.45,14.279
Activision,Activision Blizzard Inc,Rocket Ship,Entertainment,ATVI,1981,1979,-107,3026,14.508
China Digital,"China Digital TV Holding Co., Ltd.",Rocket Ship,Entertainment,STV,2006,2004,33.82,55.45,32.528
Activision,Activision Blizzard Inc,Rocket Ship,Entertainment,ATVI,1982,1979,-107,3026,145.2
China Digital,"China Digital TV Holding Co., Ltd.",Rocket Ship,Entertainment,STV,2007,2004,33.82,55.45,57.72
Activision,Activision Blizzard Inc,Rocket Ship,Entertainment,ATVI,1983,1979,-107,3026,336.54
RealNetworks,"RealNetworks, Inc.",Rocket Ship,Entertainment,RNWK,1994,1994,-243.88,604.81,0
RealNetworks,"RealNetworks, Inc.",Rocket Ship,Entertainment,RNWK,1995,1994,-243.88,604.81,2.52
RealNetworks,"RealNetworks, Inc.",Rocket Ship,Entertainment,RNWK,1996,1994,-243.88,604.81,19.04
RealNetworks,"RealNetworks, Inc.",Rocket Ship,Entertainment,RNWK,1997,1994,-243.88,604.81,48.642
RealNetworks,"RealNetworks, Inc.",Rocket Ship,Entertainment,RNWK,1998,1994,-243.88,604.81,87.516
Electronic Arts,Electronic Arts Inc.,Rocket Ship,Entertainment,ERTS,1982,1982,-454,3665,0
Take-Two,"Take-Two Interactive Software, Inc.",Rocket Ship,Entertainment,TTWO,1993,1993,97.1,1537.53,0
Electronic Arts,Electronic Arts Inc.,Rocket Ship,Entertainment,ERTS,1983,1982,-454,3665,
Take-Two,"Take-Two Interactive Software, Inc.",Rocket Ship,Entertainment,TTWO,1994,1993,97.1,1537.53,3.289
Electronic Arts,Electronic Arts Inc.,Rocket Ship,Entertainment,ERTS,1984,1982,-454,3665,
Take-Two,"Take-Two Interactive Software, Inc.",Rocket Ship,Entertainment,TTWO,1995,1993,97.1,1537.53,8.4
Electronic Arts,Electronic Arts Inc.,Rocket Ship,Entertainment,ERTS,1985,1982,-454,3665,22.176
Take-Two,"Take-Two Interactive Software, Inc.",Rocket Ship,Entertainment,TTWO,1996,1993,97.1,1537.53,15.096
Electronic Arts,Electronic Arts Inc.,Rocket Ship,Entertainment,ERTS,1986,1982,-454,3665,32.204
Take-Two,"Take-Two Interactive Software, Inc.",Rocket Ship,Entertainment,TTWO,1997,1993,97.1,1537.53,25.46
Electronic Arts,Electronic Arts Inc.,Rocket Ship,Entertainment,ERTS,1987,1982,-454,3665,56.1
Take-Two,"Take-Two Interactive Software, Inc.",Rocket Ship,Entertainment,TTWO,1998,1993,97.1,1537.53,252.12
Electronic Arts,Electronic Arts Inc.,Rocket Ship,Entertainment,ERTS,1988,1982,-454,3665,90
Electronic Arts,Electronic Arts Inc.,Rocket Ship,Entertainment,ERTS,1989,1982,-454,3665,109.22
Teleo,Taleo Corporation,Rocket Ship,ERP,TLEO,1999,1999,3.88,127.94,0
Teleo,Taleo Corporation,Rocket Ship,ERP,TLEO,2000,1999,3.88,127.94,2.7677
Teleo,Taleo Corporation,Rocket Ship,ERP,TLEO,2001,1999,3.88,127.94,15.3073
Teleo,Taleo Corporation,Rocket Ship,ERP,TLEO,2002,1999,3.88,127.94,33.7817
Teleo,Taleo Corporation,Rocket Ship,ERP,TLEO,2003,1999,3.88,127.94,49.3075
Teleo,Taleo Corporation,Rocket Ship,ERP,TLEO,2004,1999,3.88,127.94,66.2745
Teleo,Taleo Corporation,Rocket Ship,ERP,TLEO,2005,1999,3.88,127.94,85.456
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,1998,1998,21.7,531.93,0
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,1999,1998,21.7,531.93,
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,2000,1998,21.7,531.93,
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,2001,1998,21.7,531.93,
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,2002,1998,21.7,531.93,
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,2003,1998,21.7,531.93,63.9704
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,2004,1998,21.7,531.93,98.0422
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,2005,1998,21.7,531.93,151.2571
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,2006,1998,21.7,531.93,239.6436
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,2007,1998,21.7,531.93,376.4977
Rackspace,"Rackspace Hosting, Inc.",Rocket Ship,Network / Infrastructure/ EAI,RAX,2008,1998,21.7,531.93,531.9
OpenTV,OpenTV Corp.,Rocket Ship,Operating Systems,OPTV,1996,1996,9.61,116.47,1.3845
OpenTV,OpenTV Corp.,Rocket Ship,Operating Systems,OPTV,1997,1996,9.61,116.47,9.3251
OpenTV,OpenTV Corp.,Rocket Ship,Operating Systems,OPTV,1998,1996,9.61,116.47,12.4978
OpenTV,OpenTV Corp.,Rocket Ship,Operating Systems,OPTV,1999,1996,9.61,116.47,7.8285
OpenTV,OpenTV Corp.,Rocket Ship,Operating Systems,OPTV,2000,1996,9.61,116.47,21.7707
OpenTV,OpenTV Corp.,Rocket Ship,Operating Systems,OPTV,2001,1996,9.61,116.47,106.018
Checkpoint,Check Point Software Technologies Ltd.,Rocket Ship,Security,CHKP,1993,1993,323.97,808.49,0
Checkpoint,Check Point Software Technologies Ltd.,Rocket Ship,Security,CHKP,1994,1993,323.97,808.49,1.1354
Checkpoint,Check Point Software Technologies Ltd.,Rocket Ship,Security,CHKP,1995,1993,323.97,808.49,13.3
Checkpoint,Check Point Software Technologies Ltd.,Rocket Ship,Security,CHKP,1996,1993,323.97,808.49,47.056
Checkpoint,Check Point Software Technologies Ltd.,Rocket Ship,Security,CHKP,1997,1993,323.97,808.49,115.642
McAfee,"McAfee, Inc.",Rocket Ship,Security,MFE,1989,1989,172.21,1600.06,0.0998
McAfee,"McAfee, Inc.",Rocket Ship,Security,MFE,1990,1989,172.21,1600.06,2.608
McAfee,"McAfee, Inc.",Rocket Ship,Security,MFE,1991,1989,172.21,1600.06,10.764
McAfee,"McAfee, Inc.",Rocket Ship,Security,MFE,1992,1989,172.21,1600.06,31.616
McAfee,"McAfee, Inc.",Rocket Ship,Security,MFE,1993,1989,172.21,1600.06,45.57
McAfee,"McAfee, Inc.",Rocket Ship,Security,MFE,1994,1989,172.21,1600.06,74.36
McAfee,"McAfee, Inc.",Rocket Ship,Security,MFE,1995,1989,172.21,1600.06,126
Cognizant,Cognizant Technology Solutions Corp.,Rocket Ship,Services,CTSH,1994,1994,430.84,2816.3,2.4124
Cognizant,Cognizant Technology Solutions Corp.,Rocket Ship,Services,CTSH,1995,1994,430.84,2816.3,10.045
Cognizant,Cognizant Technology Solutions Corp.,Rocket Ship,Services,CTSH,1996,1994,430.84,2816.3,16.3635
Cognizant,Cognizant Technology Solutions Corp.,Rocket Ship,Services,CTSH,1997,1994,430.84,2816.3,33.157
Cognizant,Cognizant Technology Solutions Corp.,Rocket Ship,Services,CTSH,1998,1994,430.84,2816.3,77.352
Novell,"Novell, Inc.",Rocket Ship,Systems Management,NOVL,1983,1983,-12.34,956.51,8.094
Novell,"Novell, Inc.",Rocket Ship,Systems Management,NOVL,1984,1983,-12.34,956.51,22.14
Novell,"Novell, Inc.",Rocket Ship,Systems Management,NOVL,1985,1983,-12.34,956.51,66
Novell,"Novell, Inc.",Rocket Ship,Systems Management,NOVL,1986,1983,-12.34,956.51,
Novell,"Novell, Inc.",Rocket Ship,Systems Management,NOVL,1987,1983,-12.34,956.51,414.766
Novell,"Novell, Inc.",Rocket Ship,Systems Management,NOVL,1988,1983,-12.34,956.51,624.6
Blackboard,Blackboard Inc.,Rocket Ship,Vertical Application,BBBB,1997,1997,2.82,312.13,0
MedAssets,"MedAssets, Inc.",Rocket Ship,Vertical Application,MDAS,1999,1999,-9.8,188.52,0
Blackboard,Blackboard Inc.,Rocket Ship,Vertical Application,BBBB,1998,1997,2.82,312.13,1.254
MedAssets,"MedAssets, Inc.",Rocket Ship,Vertical Application,MDAS,2000,1999,-9.8,188.52,
Blackboard,Blackboard Inc.,Rocket Ship,Vertical Application,BBBB,1999,1997,2.82,312.13,2.432
MedAssets,"MedAssets, Inc.",Rocket Ship,Vertical Application,MDAS,2001,1999,-9.8,188.52,
Blackboard,Blackboard Inc.,Rocket Ship,Vertical Application,BBBB,2000,1997,2.82,312.13,14.88
MedAssets,"MedAssets, Inc.",Rocket Ship,Vertical Application,MDAS,2002,1999,-9.8,188.52,43.554
Blackboard,Blackboard Inc.,Rocket Ship,Vertical Application,BBBB,2001,1997,2.82,312.13,56.974
MedAssets,"MedAssets, Inc.",Rocket Ship,Vertical Application,MDAS,2003,1999,-9.8,188.52,62.602
Blackboard,Blackboard Inc.,Rocket Ship,Vertical Application,BBBB,2002,1997,2.82,312.13,83.181
MedAssets,"MedAssets, Inc.",Rocket Ship,Vertical Application,MDAS,2004,1999,-9.8,188.52,85.202
Blackboard,Blackboard Inc.,Rocket Ship,Vertical Application,BBBB,2003,1997,2.82,312.13,104.525
MedAssets,"MedAssets, Inc.",Rocket Ship,Vertical Application,MDAS,2005,1999,-9.8,188.52,107.474
Blackboard,Blackboard Inc.,Rocket Ship,Vertical Application,BBBB,2004,1997,2.82,312.13,125.882
MedAssets,"MedAssets, Inc.",Rocket Ship,Vertical Application,MDAS,2006,1999,-9.8,188.52,156.434
