,Uniq Id,Crawl Timestamp,Average_Salary,Average_Experience,fun_0,fun_1,fun_2,fun_3,fun_4,fun_5,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,role_cat_0,role_cat_1,role_cat_2,ind_0,ind_1,ind_2,ind_3,role_0,role_1,job_0,job_1,job_2,loc_0,loc_1,loc_2,loc_3
1711,73db141fa41f9b8061460cd5cd9f934a,2019-07-05 17:57:44+00:00,350000.0,6.5,Design , Creative , User Experience,,,,art, graphic designing, photoshop, graphics, corel draw, illustrator,,,,,Creative,,,Advertising, PR, MR, Event Management,Graphic Designer,,Graphic Designer (immediate Joiners Preferred),,,Mumbai,,,
1712,d3640c2042917259f51df2bdf732e225,2019-07-04 05:06:57+00:00,1100000.0,5.5,IT Software - Application Programming , Maintenance,,,,,Passport, Visa,,,,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Looking for H1-B Visa Stamped Engineers,,,Bengaluru,Chennai,Hyderabad,
1713,2f7852e783a96a531e756982dbb6e28e,2019-08-04 03:28:08+00:00,150000.0,2.0,Marketing , Advertising , MR , PR , Media Planning,,SEO Analysis, digital sales, advertisement sales, Youtube, Google AdWords, Digital Marketing, SEM, Facebook Marketing, SEO,,Marketing,,,Education, Teaching, Training,,Direct Marketing Executive,,Digital Marketing Executive Immediate Hiring,,,Hyderabad,,,
1714,09b5f3214240f310678cd18885c31c5b,2019-07-07 04:28:02+00:00,750000.0,7.0,IT Software - Application Programming , Maintenance,,,,,Root Cause Analysis, Informatica Power Center, Data Analysis, Team Motivation, Data Warehousing, Data Modeling, ETL, Performance Tuning, Verbal Communication, SQL,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Informatica Developer,,,Bengaluru,,,
1715,5e1e2f654014c0c65ea05191944067c5,2019-08-04 20:05:01+00:00,550000.0,7.5,IT Software - Application Programming , Maintenance,,,,,sap controlling, sap co,,,,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Immediate Opening For SAP Co-cmmi Level 5 Company-bangalore,,,Bengaluru,,,
1716,e4ef40ce92f3f019f7b1c7084739c5ab,2019-07-05 00:09:49+00:00,537500.0,2.5,Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology,,mbbs doctor, Resident Medical Officer,,,,,,,,,Medical Professional,,,Medical, Healthcare, Hospitals,,General Practitioner,,MBBS Doctors,,,Bengaluru,,,
1717,10848f0bc861287d0e577ba44fff51f2,2019-07-04 03:35:52+00:00,180000.0,1.5,HR , Recruitment , Administration , IR,,,non it recruitment, telecalling, Tele Caller, birla sun life, aviva,,,,,,HR, Recruitment , IR,Recruitment, Staffing,,,Recruitment Executive,,Non IT Recruiter,,,Delhi NCR,Noida,,
1718,1963d3f3f8a38250c1c4d4a295aadc90,2019-07-04 05:22:27+00:00,550000.0,3.5,HR , Recruitment , Administration , IR,,,project management, us it recruitment, technical recruitment, us staffing, staff augmentation,,,,,,HR, Recruitment , IR,Recruitment, Staffing,,,Recruitment Executive,,Urgent Opening for Technical Recruiters- US Staffing,,,Delhi NCR,Gurgaon,Noida,
1719,c7cd1f70d7d97528dc2d3cd3af0ac3fe,2019-07-04 03:08:31+00:00,250000.0,4.5,HR , Recruitment , Administration , IR,,,hr operations, payroll processing, salary, Leave Management, Statutory Compliance, Payroll Management,,,,,HR, Recruitment , IR,BPO, Call Centre, ITeS,,Payroll Executive,,Specialist - HR Operations (payroll Management and HR MIS),,,Hyderabad (Begumpet),,,
1720,d79f799dd9f422cb1e617ea28ec0f9a0,2019-08-04 03:24:41+00:00,175000.0,6.5,IT Software - Application Programming , Maintenance,,,,,powerShell, virtualization, server automation,,,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Virtualization Server Automation Engineer- Hyderabad,,,Hyderabad,,,
1721,a99997616789c1e2abf466939f1f2846,2019-07-04 07:33:01+00:00,750000.0,7.0,Accounts , Finance , Tax , Company Secretary , Audit,,Accounting Standards, Corporate Finance, Taxation, Auditing, Accounts Finalisation, Income Tax, Factory Accounts, Payables, Tax Audit, Returns,Accounts,,,Electricals, Switchgears,,,Chartered Accountant,,Chartered Accountant (Sr Manager,dgm - Accounts),,Kolkata (New Alipore),,,
1722,598a988e9c694a51803196a143d29ac8,2019-07-05 11:07:26+00:00,450000.0,3.0,Sales , Retail , Business Development,,,,educational sales, b2b, marketing, direct sales, bdm, mba, field sales, Sales, Counselling, Trainee,Retail Sales,,,Other,,,,Sales Executive,Officer,B2B , B2C , DSA ,Bengaluru,Mumbai,Chennai,Pune
1723,19f3e3e70cd184d961fdc92bbd52fe9f,2019-07-04 23:18:59+00:00,362500.0,3.5,ITES , BPO , KPO , LPO , Customer Service , Operations,accenture, dell, hcl, wipro, teleperformance, encore, british telecom, british airways, american express, exl,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),"Opening For Google B2B Profile In (cognizant ,fis,wns,accenture) 32k",,,Delhi NCR (Sector-24 Gurgaon) ,Gurgaon,Noida,
1724,027fe59786cb473f2b45a7f363b6d47e,2019-08-05 02:23:57+00:00,225000.0,0.0,Production , Manufacturing , Maintenance,,,,Automobile Engineering, Production, Quality control, Trainee Engineer, Maintenance, Assembly,,,,,Production,Manufacturing,Maintenance,Automobile, Auto Anciliary, Auto Components,,Industrial Engineer,,Mechanical ,automobile Engineer walk in Interview Available on Urgent,,Pune,,,
1725,7f298f0c660a56f83d5c23be3b025cc2,2019-08-04 18:49:10+00:00,450000.0,3.5,Sales , Retail , Business Development,,,,senior sales executive, assistant manager, Assistant General Manager, General Manager, business development manager, Assistant Sales Manager, sr. sales manager,,,,Retail Sales,,,Real Estate, Property,,,Sales,Business Development Manager,Senior Sales Manager , Business Development Manager in Noida,,Noida,,,
1726,323ec880e71ed634e047f120a20052f5,2019-07-07 04:01:45+00:00,850000.0,6.5,Sales , Retail , Business Development,,,,business development management, facility management, Sales, Cold Calling, Database Management,,,,,,Retail Sales,,,Facility Management,,,,Sales,Business Development Manager,Business Development Manager @ Whiskers (Bangalore - Facility Mgt),,,Bengaluru (Hosur Road),,,
1727,2e5527bea5770afa83384a75de14a563,2019-08-04 11:31:11+00:00,162500.0,1.0,ITES , BPO , KPO , LPO , Customer Service , Operations,bpo, telecaller, csr, cce, customer service, customer care, call center, Inbound, customer support, Outbound,Voice,,,BPO, Call Centre, ITeS,,Telecalling,Telemarketing Executive,Direct Walk In Interviews For Customer Care-day Shifts-hr Simran,,,Gurgaon,,,
1728,1d582738f5049cbdfd5c82e7e026cd43,2019-08-05 17:34:58+00:00,362500.0,2.5,ITES , BPO , KPO , LPO , Customer Service , Operations,BPO, Customer Service, Bpo Non Voice, Chat Process, CSE, IBM, UK, Technical Support, WIPRO, US,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Telephonic Interviews For Top Bpo's with Fixed Shifts. Sal upto 50k.,,,Mumbai,Navi Mumbai,Thane,
1729,9e80ec013dbb47553943a0ba46916727,2019-07-04 11:49:16+00:00,300000.0,3.0,Accounts , Finance , Tax , Company Secretary , Audit,,accountant, chartered accountant,,,,,,,,,Accounts,,,Accounting, Finance,,,Chartered Accountant,,Chartered Accountant, Accountant,,Delhi NCR,,,
1730,af8d13402ce1cab082e6c3315879499b,2019-07-05 06:19:46+00:00,275000.0,2.5,ITES , BPO , KPO , LPO , Customer Service , Operations,international bpo, inbound process, technical sales, international call center, sales, inside sales, it sales, cold calling, lead generation, B2B Sales,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Technical Sales Executive, 5 day, both side cab,Delhi NCR,Gurgaon,,
1731,1a43b0d6b93bab66860973e80429fe62,2019-08-05 18:53:39+00:00,375000.0,2.5,Sales , Retail , Business Development,,,,marketing, education sales, freshers, Field Sales, business development, sales associate, mba, sales, direct sales,,Retail Sales,,,Education, Teaching, Training,,Sales Executive,Officer,Field Sales Associate For Education Sector- Fresher & Exp Apply,,,Mumbai,Lucknow,Navi Mumbai,
1732,254701751e58bc26d02d8f25d0cebc5d,2019-07-04 07:20:55+00:00,350000.0,2.5,ITES , BPO , KPO , LPO , Customer Service , Operations,google, accenture, adwords, teleperformance, tcs, fresher, bba, bca, bhm, travel,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Hiring For Google Blended B2B Profile +both Side Cab Salary 4.5lakh,,,Delhi NCR,Gurgaon,Noida,
1733,72bd0a456e43825065b367a79e076fb4,2019-07-05 04:06:22+00:00,562500.0,5.5,IT Software - Application Programming , Maintenance,,,,,Magento, Shopify, Woocommerce,,,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Shopify Developer,,,Gurgaon,,,
1734,9f75c82bba10d4ead3317eece3623ec5,2019-08-04 16:07:58+00:00,350000.0,2.5,ITES , BPO , KPO , LPO , Customer Service , Operations,chat process, TCS, web chat, teleperformance, chat support, hcl, british telecom, bt, exl, non voice,Back Office,Web,Transaction Processing,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),BPO - Chat Process - Backend - 4LPA - Non Voice - Call Now,,,Gurgaon,Noida,,
1735,60d78b8d80db6446724dd841b2189405,2019-08-04 21:50:03+00:00,225000.0,1.0,Teaching , Education , Training , Counselling,,,Solving Queries, Mentor, Physics, Teaching, content development, School, Tutoring, Education, College, content writing,Subject Teachers (TGT,PGT),,Education, Teaching, Training,,Physics Teacher,,Online Tutor - Physics,,,Delhi,Noida,,
1736,7399c0aeb0c9270d2341eee3ba3ef31b,2019-07-04 22:03:57+00:00,400000.0,3.5,IT Software - Network Administration , Security,,,,,Call Center Management, BPO, Inbound, Calling, DNS, Domestic, Outbound, Monitoring Tools, Google Apps, Load Balancing,Admin,Maintenance,Security,Education, Teaching, Training,,System Administrator,,System Administrator,,,Bengaluru (Sector 2 HSR Layout),,,
1737,30f0b7eddae1b9b55aef80edb5df2abf,2019-07-05 04:06:51+00:00,150000.0,1.0,ITES , BPO , KPO , LPO , Customer Service , Operations,Inbound Process, Communication Skills, voice based process, Calling, inbound, customer service, customer service executive, customer service representative, csr, Domestic Calling,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Customer Care Executive,,,Gurgaon,,,
1738,1fd4bc3b9f6515d8f26b710e7166adbe,2019-08-05 19:37:32+00:00,237500.0,1.5,Sales , Retail , Business Development,,,,Sales, Technical Sales, Field Work, B2B Sales, Verbal Communication,,,,,,Retail Sales,,,Printing, Packaging,,,Sales Executive,Officer,Urgent Opening For B-tech Freshers -technical Sales(off Role),,,Bengaluru,,,
1739,006f4199acb0b7c888424a597c4c1c28,2019-07-04 04:36:11+00:00,225000.0,1.0,IT Software - QA & Testing,,,,,,Networking, Application Software Support, Technical Support,,,,,,,,Admin,Maintenance,Security,IT-Software, Software Services,,,Technical Support Engineer,,Application Support Executive,,,Gurgaon,,,
1740,8070df7fe180f091c8a4565d4399ad2a,2019-08-04 23:59:25+00:00,300000.0,1.0,ITES , BPO , KPO , LPO , Customer Service , Operations,BBA, BCOM, DPS, AMITY, communication skills, IP, FRESHER, DAV, SYMBIOSIS, BA,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Google - Cognizant- Associate, Analyst - Gurgaon,,Gurgaon,,,
1741,842c9646ce70df768c8005b5f71939a4,2019-07-06 04:25:10+00:00,1250000.0,6.5,IT Software - Application Programming , Maintenance,,,,,Tibco, MDM, Oracle, SQL, SQL Server, Java, J2Ee, Unix,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Tibco MDM,,,Bengaluru,,,
1742,a2f2506bfe7bbde14c30c3fd1303c812,2019-07-04 23:13:06+00:00,650000.0,7.5,Engineering Design , R&D,,,,,Gas, Oil, Instrumentation Design, Design Engineering, spi, intools, Smart Plant Instrumentation, smartplant,,,Engineering Design,,,Oil and Gas, Energy, Power, Infrastructure,Design Engineer,,Instrumentation Design Engineer,,,Gurgaon,,,
1743,e71cb668022fb77a7183fe0de697b132,2019-07-04 12:07:46+00:00,237500.0,1.5,ITES , BPO , KPO , LPO , Customer Service , Operations,international bpo, call center, customer support, bpo fresher, international call center, non voice, backend, Fresher, undergraduate, customer care executive,Voice,,,BPO, Call Centre, ITeS,,Telecalling,Telemarketing Executive,BPO Call Center Job for 10&amp;12th, B.tech, BBA,Delhi NCR,Gurgaon,Noida,
1744,ba071940766d5554422d2f35063312f7,2019-08-05 02:15:10+00:00,362500.0,2.0,ITES , BPO , KPO , LPO , Customer Service , Operations,bpo, voice, customer service associate, customer service executive, international bpo, call center, csa, technical support, fresher, cse,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),International Voice Customer Service Openings in TOP BPO Companies,,,Mumbai,Pune,Bengaluru,
1745,e626c0c8a44fda702103cde4e273b796,2019-08-04 19:28:05+00:00,1700000.0,8.0,Sales , Retail , Business Development,,,,territory sales, Sales, lead generation, channel sales, client meeting, primary sales, Business Development, secondary sales, Corporate Sales, fmcg sales,Corporate Sales,,,Wellness , Fitness , Sports, Beauty,Sales,Business Development Manager,Salon Sales Head | Disruptive Wellness Products Company,,,Delhi,Gurgaon,Noida,
1746,8cf789b86858e73a1ad9e5fa5b68e1bd,2019-07-04 22:43:56+00:00,500000.0,2.5,IT Software - Application Programming , Maintenance,,,,,sql, oracle apps technical, plsql, pl, scm,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Oracle APPS Technical (finance , SCM) HCM @ Pune , Ahmedabad,Pune,Ahmedabad,,
1747,c7d8b0131c669460670d7ec99df96503,2019-08-04 11:59:24+00:00,450000.0,4.5,IT Software - Application Programming , Maintenance,,,,,mvc framework, laravel, php mysql, Symphony, codeigniter, Database, php, mysql, ajax, jquery,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,PHP Developer,,,Mumbai,,,
1748,1e56d16550374022be18fa3610abbe76,2019-08-05 08:04:56+00:00,162500.0,0.5,ITES , BPO , KPO , LPO , Customer Service , Operations,Pharmacy, Pharma,,,,,,,,,Voice,,,Pharma, Biotech, Clinical Research,,Associate,Senior Associate -(NonTechnical),Fresher - Pharma or Biology,,,Delhi,,,
1749,67490e6529b337cca74926b6c8fbf644,2019-08-04 06:57:32+00:00,1800000.0,10.5,Sales , Retail , Business Development,,,,sales management, senior management, Liquid, b2b sales, Chemical, selling, negotiation skills, solution sales,,,Institutional Sales,,,Fertilizers, Pesticides,,,Sales Promotion Manager,,Sales Manager - Food & Liquid Business-- Mumbai,,,Mumbai,,,
1750,e00592ea6e46ae5e7e52ba8bd0c0742e,2019-08-04 11:02:23+00:00,262500.0,3.0,Accounts , Finance , Tax , Company Secretary , Audit,,SAP, Accounting, SAP MM Consultant,,,,,,,,Accounts,,,Automobile, Auto Anciliary, Auto Components,,Financial Accountant,,Opening For Analyst | Accounts | SAP | Bangalore,,,Bengaluru,,,
1751,d9efd97340c2a2500afbbdde14a1b917,2019-07-04 04:47:46+00:00,212500.0,2.5,Accounts , Finance , Tax , Company Secretary , Audit,,mcom, bcom, fresher, Commerce, Finance, Mba Finance Fresher, Mba Finance, icwa, icwa inter, cwa,Accounts,,,Banking, Financial Services, Broking,,Accounts Executive,Accountant,B Com , M Com Fresher - F&A Analyst - Noida , Gurgaon - Join Imm.,Delhi NCR,Gurgaon,Noida,
1752,5ba3ac39b1d55bb3cc9ccc2489cbee3b,2019-08-05 19:59:05+00:00,1750000.0,7.5,Sales , Retail , Business Development,,,,key account management, lead generation, Institutional Sales, B2B Sales, Business Development, corporate sales, Corporate Relationship Management, strategic planning,,,Retail Sales,,,Retail, Wholesale,,,Sales,Business Development Manager,Institutional Sales Manager || Retail co || Mumbai,,,Mumbai,,,
1753,62abb2835c425d23f6bdf18117e87d63,2019-08-04 05:28:39+00:00,450000.0,4.5,Travel , Tours , Ticketing , Airlines,,,travel sales consultant, travel agency, sales consulting, travel sales, holiday packages, holidays, travel process, amadeus, hotel booking, uk process,Ticketing,Travel,Documentation,Travel , Hotels , Restaurants , Airlines ,Travel Agent,,Travel Sales Consultant Requried For UK Based Travel Company,,,Delhi NCR,,,
1754,f78e5adf1db37bac15ad1d862fd201bb,2019-08-06 04:11:33+00:00,150000.0,0.5,ITES , BPO , KPO , LPO , Customer Service , Operations,customer relation, inbound process, inbound calls, customer care, english, hindi, customer support,,,,Voice,,,BPO, Call Centre, ITeS,,Telecalling,Telemarketing Executive,Customer Service Executive,,,Bengaluru,,,
1755,7fe571fa9838944e723d6fbdd0886fee,2019-08-05 20:05:11+00:00,250000.0,2.5,ITES , BPO , KPO , LPO , Customer Service , Operations,international bpo, voice process, international voice process, customer service, us inbound, english, bulk hiring, Communication,,,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Bulk Hiring||travell Mnc,,,Gurgaon,,,
1756,f06e617ec9c983dae92fb6f5ed3dd5bc,2019-08-05 01:41:21+00:00,287500.0,1.5,HR , Recruitment , Administration , IR,,,Grievance Handling, Attendance, Hr Mba, Bonus, Leave, General Administration, Statutory Compliance, Payroll Processing, Gratuity, Employee Grievances,HR, Recruitment , IR,IT-Software, Software Services,,,HR Executive,,Required HR Executive , Sr. HR Executive , HR Payroll,Delhi,Faridabad,Ghaziabad,Greater Noida
1757,ecdf3e1e76042bdadea6260c816034a3,2019-07-06 18:14:08+00:00,250000.0,3.5,ITES , BPO , KPO , LPO , Customer Service , Operations,international call center, international bpo, domestic ticketing, voice process, csr activities,,,,,,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),Hiring for top Mnc&#39;s for International Voice call Hr Sheetal,,,Bengaluru,,,
1758,7c685648eee69444d5424412b2e19bbf,2019-07-04 08:16:52+00:00,212500.0,2.5,ITES , BPO , KPO , LPO , Customer Service , Operations,Chat, Email, voice, Non Voice Process, Domestic BPO, International BPO, Customer Service, Customer Care, Fresher, BPO,Voice,,,BPO, Call Centre, ITeS,,Associate,Senior Associate -(NonTechnical),"Freshers to 3 yr __ Gurgaon or Delhi __voice ,email & Chat Process",,,Delhi NCR (Moti Nagar, Shivaji Marg, Sector-24 Gurgaon, Udyog Vihar) 
1759,7cbff6a5783c2427090132dcc07f446f,2019-08-04 07:31:06+00:00,275000.0,1.0,Journalism , Editing , Content,,,,Articles, Digital Media, Web Technologies, Web Content Writing, SEO,,,,,,Content Development,,,Advertising, PR, MR, Event Management,Content Developer,,Web Content Writer,,,Kolkata,,,
1760,7449423270592577dab9073a86efcbe7,2019-07-04 10:18:17+00:00,137500.0,0.5,Design , Creative , User Experience,,,,Design, Illustrator, Night Shift, Photoshop, Graphic Designing, Indesign,,,,,Creative,,,IT-Software, Software Services,,,Graphic Designer,,Graphic Designer,,,Mumbai,,,
1761,d1c29b1f8dd9e31c6ebc926da19ac668,2019-08-04 17:17:26+00:00,475000.0,2.5,Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology,,Nursing, CPT, Staff Nurse, gnm, Healthcare, bsc nursing, Medical Coding,,,,Drug Regulatory Affairs,Documentation,,Pharma, Biotech, Clinical Research,,Documentation,Medical Writing,Urgent Hiring For Medical Coding - B.sc, M.Sc (nursing) - Hyderabad,,Hyderabad,Pune,Mumbai,
1762,85cd33098365e9c158386daa6265e2d1,2019-08-05 11:36:42+00:00,1025000.0,22.5,Sales , Retail , Business Development,,,,Commercial Matters, Technical Marketing, Plastic,,,,,,,,Retail Sales,,,Chemicals, PetroChemical, Plastic, Rubber,Sales,Business Development Manager,Technical Marketing of Chemicals Japanese N4,n1- Mumbai,,Mumbai,,,
1763,ef3a524b13ce78d175dc96ad8f3a3bda,2019-08-04 21:04:23+00:00,2250000.0,14.5,IT Software - Application Programming , Maintenance,,,,,database design, architecting, software development, software design, design patterns, web technologies, software engineering, aws, ASP.Net MVC, sql,System Design,Implementation,ERP,IT-Software, Software Services,,,Solution Architect , Enterprise Architect,Job Description of Senior .Net Architect,,,Hyderabad,,,
1764,afb6d308c8f9234c1c1dd605fc32f3fe,2019-08-04 03:28:04+00:00,150000.0,1.5,Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology,,stationary, front office, correspondence, general administration,,,,,,,Medical Professional,,,Medical, Healthcare, Hospitals,,Administration Services,Medical Facilities,Urgent Opening For Front Office Executive,,,Hyderabad,,,
1765,962f4848623282c3d830b5e806eff1b9,2019-07-04 05:12:32+00:00,750000.0,3.0,Teaching , Education , Training , Counselling,,,Team Management, Salary, Administration, Written Communication, Finance, Financial Accounting, Strong Interpersonal Skills, Payments, Office Management, Public Speaking,Other,,,Education, Teaching, Training,,Other,,Operation Officer,,,Bengaluru,,,
1766,fc7fd8e299d323aec463e13830f862fb,2019-08-05 18:48:46+00:00,1200000.0,10.5,Production , Manufacturing , Maintenance,,,,Structural Engineering,,,,,,,,,,Production,Manufacturing,Maintenance,Chemicals, PetroChemical, Plastic, Rubber,Project Manager-Production,Manufacturing,Civil,structural Engineer( Fixed Term Contract of 2 To 3 Years)baroda,,Vadodara,Mumbai,Delhi NCR,
1767,8668ff69698c5b1309dec49974372062,2019-08-06 01:58:08+00:00,950000.0,5.5,IT Software - Mainframe,,,,,,AS400, CL400, CLLE, RPG400, RPGILE,,,,,,Programming & Design,,,IT-Software, Software Services,,,Team Lead,Technical Lead,SE , SSE , LEAD - AS400 and RPGILE - CHENNAI - 3 To 7 yrs,Chennai,,,
1768,b74d23a6b68e3884bf5b5e02e98d9e39,2019-07-06 00:51:36+00:00,2750000.0,15.0,Hotels , Restaurants,,,,,Sales, Avp, Marketing, Hotel Sales,,,,,,,Senior Management,,,Travel , Hotels , Restaurants , Airlines ,Head,VP,AVP Sales & Marketing-multiple Properties Hotel-delhi-30 Lakhs Annum,,,Delhi NCR,,,
1769,d8297ad2d96826d040ca3566e96ed213,2019-07-05 04:00:08+00:00,200000.0,1.0,ITES , BPO , KPO , LPO , Customer Service , Operations,voice, bca, chat process, customer service, call center, domestic, fresher, outbound, non voice, backend,Other,,,BPO, Call Centre, ITeS,,Fresher,,Hiring For Bpo Voice &amp; Non Voice Process Apply Now,,,Bengaluru,Pune,Kolkata,
1770,67d423dedb00cc2cac4032109ed13e89,2019-08-04 04:51:16+00:00,175000.0,0.0,Accounts , Finance , Tax , Company Secretary , Audit,,Mba Finance, Communication Skills, Written Communication, Problem Solving,,,,,,,Finance,Audit,,Insurance,,,,Financial Analyst,,Aml,finance Analyst,,Bengaluru,,,
1771,2dcf20a78d271a82c9917511f173bf61,2019-08-04 11:25:25+00:00,1450000.0,10.5,IT Software - Application Programming , Maintenance,,,,,Software Development, IT Manager, it infrastructure,,,,,,,,Programming & Design,,,Courier, Transportation, Freight , Warehousing,Product Manager,,IT Manager- SS Supply Chain Solution Pvt. Ltd.- Gurgaon,,,Gurgaon,,,
1772,f6c9f36ee352b6a527ef30426b346ea5,2019-07-06 22:15:21+00:00,250000.0,0.5,Financial Services , Banking , Investments , Insurance,,,Business process, Supervisor, Trade, Assurance, Fixed income derivatives, Excel, EMEA, Banking, Legal documentation, MS Office,Senior Management,,,IT-Software, Software Services,,,Head,VP,Analyst - FI Derivatives Retrievals,,,Mumbai,,,
1773,c5425531ca7656e7bedaddac9d45ea3c,2019-07-06 08:06:40+00:00,212500.0,4.0,HR , Recruitment , Administration , IR,,,Interviewing,Recruitment,fresher,Mba Fresher,recruiter,Senior Recruitment Executive,Mba Hr Fresher,,,,HR, Recruitment , IR,Recruitment / Staffing,,,,Recruitment Executive,,Walk in Interview for Recruitment Executive @ Motinagar,,,Delhi,,,
1774,7838a7b88e17113f1e9fda90cb66ca0d,2019-08-05 03:11:12+00:00,107500.0,0.5,Production , Manufacturing , Maintenance,,,,electricals, iti electrical, electronics,,,,,,,,Production,Manufacturing,Maintenance,Industrial Products, Heavy Machinery,,,Service,Maintenance Engineer,Service Engineer - B.tech ee ec en eic et eee,,,Delhi NCR,Allahabad,Gorakhpur,Kanpur
1775,84f123cc7c87faaa693b889f943930cc,2019-08-04 18:02:21+00:00,900000.0,7.0,IT Hardware , Technical Support , Telecom Engineering,,,,customer centric, team motivation, otdr, optical fiber, networking,,,,,,Technical Support,,,Telcom, ISP,,,Technical Support Manager,,Hiring For Assistant Manager with Field Operation and Maintenance,,,Mumbai,,,
1776,81081e204f2bccf49ef38a8d1883a60b,2019-07-04 03:07:40+00:00,225000.0,2.0,Sales , Retail , Business Development,,,,Bancassurance Sales, life insurance, relationship manager, Sales, Lead Generation, sales manager, Insurance, Direct Channel Sales, agency manager,,Channel Sales,,,Insurance,,,,Sales , BD Manager,Bancassurance Officer,,,Bengaluru,Chennai,Hyderabad,
1777,2d1b339ca38ab905dcdde1ecd7905add,2019-08-05 06:16:25+00:00,1500000.0,5.0,IT Software - System Programming,,,,,,Java, J2Ee, Spring, Microservices,,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Developer , Sr Developer - Contract To Hire,,Chennai,Mumbai,,
1778,dc560aa5c0edd1d894069e40a77ada1a,2019-08-05 06:09:48+00:00,1100000.0,15.0,Marketing , Advertising , MR , PR , Media Planning,,Public Relations, Media Relations, Online Media, PR Management, Marketing Communication,,,,,,Public Relations,,,Construction, Engineering, Cement, Metals,Public Relations & Media Relations Manager,,Senior PR Manager,,,Chennai,,,
1779,6be0809d00a29457d0222e86e6ea7f5e,2019-08-04 15:28:52+00:00,225000.0,1.0,Sales , Retail , Business Development,,,,new business, client servicing, business development, retail sales, counter sales, sales executive, sales executive activities, lead generation, sales associate, showroom sales,Retail Sales,,,Ceramics, Sanitary ware,,,Sales Executive,Officer,Sales Executive,,,Bengaluru,,,
1780,4eb96bd6f0fab69845ce55e7a4fcf911,2019-08-05 23:06:06+00:00,2250000.0,11.5,IT Software - Application Programming , Maintenance,,,,,Angularjs,CSS,UI,Ui Architect,Postgresql,Ember.Js,MySQL,Javascript,Bootstrap,MongoDB,Programming & Design,,,IT-Software / Software Services,,,,Technical Architect,,UI Architect,,,Delhi NCR,,,
1781,8da207d45ce6bf5116cc55968212d86d,2019-08-05 04:59:39+00:00,375000.0,2.5,Fashion Designing , Merchandising,,,,,Human Resource Management, Fashion Designing, HR, Sales Executive Activities, Design, Embroidery, fashion assistant, Customer Complaints, Dealing, Fashion Consultant,Designer,,,Textiles, Garments, Accessories,,Merchandiser,,Fashion Consultant,,,Hyderabad,,,
1782,bbdb9dc7e3b7bc24d5012ab7394f8d14,2019-07-05 21:41:52+00:00,1875000.0,7.5,IT Software - Mobile,,,,,,Mobile banking,,,,,,,,,,Senior Management,,,Banking, Financial Services, Broking,,Head,VP,Job Opening for Sm,avp_mobility in a Leading Bank - Mumbai,,Mumbai,,,
1783,bdebcb687a700453ed7892959f2f762e,2019-08-05 06:33:57+00:00,450000.0,4.5,IT Software - Application Programming , Maintenance,,,,,ASIC Verification, SOC, System Verilog, UVM,,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Verification Engineer,,,Hyderabad,,,
1784,1ec8add8fb0dc8eb5e29913313d1775f,2019-07-04 05:07:28+00:00,187500.0,0.0,IT Software - Application Programming , Maintenance,,,,,C++, C,,,,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,C & C++- Trained Freshers,,,Hyderabad,,,
1785,4798a79b43e431657b51ffe318793ee3,2019-08-05 05:51:45+00:00,1350000.0,6.0,IT Software - Application Programming , Maintenance,,,,,c++, c, qt,,,,,,,,Programming & Design,,,IT-Software, Software Services,,,Software Developer,,Senior Software Engineer,,,Pune,,,
1786,f9e608b14270e3334545713be4131475,2019-07-05 22:27:33+00:00,250000.0,1.0,IT Software - ERP , CRM,,,,,User Training, ERP Implementation, Gap Analysis, Email Support, IT Consulting,,,,,,System Design,Implementation,ERP,IT-Software, Software Services,,,Practice Head , Practice Manager,ERP Implementation & Support Engineer,,,Noida (Sector-62 Noida),,,
